#Date       Time        gpu     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD   HH:MM:SS    Idx      %      %      %      %      %      % 
 20250720   17:54:22      0      0      0      0      0      0      0 
 20250720   17:54:22      1      0      0      0      0      0      0 
 20250720   17:54:22      2      0      0      0      0      0      0 
 20250720   17:54:22      3      0      0      0      0      0      0 
 20250720   17:54:23      0      0      0      0      0      0      0 
 20250720   17:54:23      1      0      0      0      0      0      0 
 20250720   17:54:23      2      0      0      0      0      0      0 
 20250720   17:54:23      3      0      0      0      0      0      0 
 20250720   17:54:24      0      0      0      0      0      0      0 
 20250720   17:54:24      1      0      0      0      0      0      0 
 20250720   17:54:24      2      0      0      0      0      0      0 
 20250720   17:54:24      3      0      0      0      0      0      0 
 20250720   17:54:25      0      0      0      0      0      0      0 
 20250720   17:54:25      1      0      0      0      0      0      0 
 20250720   17:54:25      2      0      0      0      0      0      0 
 20250720   17:54:25      3      0      0      0      0      0      0 
 20250720   17:54:26      0      0      0      0      0      0      0 
 20250720   17:54:26      1      0      0      0      0      0      0 
 20250720   17:54:26      2      0      0      0      0      0      0 
 20250720   17:54:26      3      0      0      0      0      0      0 
 20250720   17:54:27      0      0      0      0      0      0      0 
 20250720   17:54:27      1      0      0      0      0      0      0 
 20250720   17:54:27      2      0      0      0      0      0      0 
 20250720   17:54:27      3      0      0      0      0      0      0 
 20250720   17:54:28      0      0      0      0      0      0      0 
 20250720   17:54:28      1      0      0      0      0      0      0 
 20250720   17:54:28      2      0      0      0      0      0      0 
 20250720   17:54:28      3      0      0      0      0      0      0 
 20250720   17:54:29      0      0      0      0      0      0      0 
 20250720   17:54:29      1      0      0      0      0      0      0 
 20250720   17:54:29      2      0      0      0      0      0      0 
 20250720   17:54:29      3      0      0      0      0      0      0 
 20250720   17:54:30      0      0      0      0      0      0      0 
 20250720   17:54:30      1      0      0      0      0      0      0 
 20250720   17:54:30      2      0      0      0      0      0      0 
 20250720   17:54:30      3      0      0      0      0      0      0 
 20250720   17:54:31      0      0      0      0      0      0      0 
 20250720   17:54:31      1      0      0      0      0      0      0 
 20250720   17:54:31      2      0      0      0      0      0      0 
 20250720   17:54:31      3      0      0      0      0      0      0 
 20250720   17:54:32      0      0      0      0      0      0      0 
 20250720   17:54:32      1      0      0      0      0      0      0 
 20250720   17:54:32      2      0      0      0      0      0      0 
 20250720   17:54:32      3      0      0      0      0      0      0 
#Date       Time        gpu     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD   HH:MM:SS    Idx      %      %      %      %      %      % 
 20250720   17:54:33      0     96     83      0      0      0      0 
 20250720   17:54:33      1      0      0      0      0      0      0 
 20250720   17:54:33      2      0      0      0      0      0      0 
 20250720   17:54:33      3      0      0      0      0      0      0 
 20250720   17:54:34      0     94     96      0      0      0      0 
 20250720   17:54:34      1      0      0      0      0      0      0 
 20250720   17:54:34      2      0      0      0      0      0      0 
 20250720   17:54:34      3      0      0      0      0      0      0 
 20250720   17:54:35      0     95     96      0      0      0      0 
 20250720   17:54:35      1      0      0      0      0      0      0 
 20250720   17:54:35      2      0      0      0      0      0      0 
 20250720   17:54:35      3      0      0      0      0      0      0 
 20250720   17:54:36      0     95     95      0      0      0      0 
 20250720   17:54:36      1      0      0      0      0      0      0 
 20250720   17:54:36      2      0      0      0      0      0      0 
 20250720   17:54:36      3      0      0      0      0      0      0 
 20250720   17:54:37      0     95     95      0      0      0      0 
 20250720   17:54:37      1      0      0      0      0      0      0 
 20250720   17:54:37      2      0      0      0      0      0      0 
 20250720   17:54:37      3      0      0      0      0      0      0 
 20250720   17:54:38      0     95     95      0      0      0      0 
 20250720   17:54:38      1      0      0      0      0      0      0 
 20250720   17:54:38      2      0      0      0      0      0      0 
 20250720   17:54:38      3      0      0      0      0      0      0 
 20250720   17:54:40      0     96     92      0      0      0      0 
 20250720   17:54:40      1      0      0      0      0      0      0 
 20250720   17:54:40      2      0      0      0      0      0      0 
 20250720   17:54:40      3      0      0      0      0      0      0 
 20250720   17:54:41      0     95     92      0      0      0      0 
 20250720   17:54:41      1      0      0      0      0      0      0 
 20250720   17:54:41      2      0      0      0      0      0      0 
 20250720   17:54:41      3      0      0      0      0      0      0 
 20250720   17:54:42      0     96     87      0      0      0      0 
 20250720   17:54:42      1      0      0      0      0      0      0 
 20250720   17:54:42      2      0      0      0      0      0      0 
 20250720   17:54:42      3      0      0      0      0      0      0 
 20250720   17:54:43      0     95     85      0      0      0      0 
 20250720   17:54:43      1      0      0      0      0      0      0 
 20250720   17:54:43      2      0      0      0      0      0      0 
 20250720   17:54:43      3      0      0      0      0      0      0 
 20250720   17:54:44      0     95     80      0      0      0      0 
 20250720   17:54:44      1      0      0      0      0      0      0 
 20250720   17:54:44      2      0      0      0      0      0      0 
 20250720   17:54:44      3      0      0      0      0      0      0 
#Date       Time        gpu     sm    mem    enc    dec    jpg    ofa 
#YYYYMMDD   HH:MM:SS    Idx      %      %      %      %      %      % 
 20250720   17:54:45      0     94     78      0      0      0      0 
 20250720   17:54:45      1      0      0      0      0      0      0 
 20250720   17:54:45      2      0      0      0      0      0      0 
 20250720   17:54:45      3      0      0      0      0      0      0 
 20250720   17:54:46      0     94     74      0      0      0      0 
 20250720   17:54:46      1      0      0      0      0      0      0 
 20250720   17:54:46      2      0      0      0      0      0      0 
 20250720   17:54:46      3      0      0      0      0      0      0 
 20250720   17:54:47      0     94     73      0      0      0      0 
 20250720   17:54:47      1      0      0      0      0      0      0 
 20250720   17:54:47      2      0      0      0      0      0      0 
 20250720   17:54:47      3      0      0      0      0      0      0 
 20250720   17:54:48      0     94     71      0      0      0      0 
 20250720   17:54:48      1      0      0      0      0      0      0 
 20250720   17:54:48      2      0      0      0      0      0      0 
 20250720   17:54:48      3      0      0      0      0      0      0 
 20250720   17:54:49      0     94     72      0      0      0      0 
 20250720   17:54:49      1      0      0      0      0      0      0 
 20250720   17:54:49      2      0      0      0      0      0      0 
 20250720   17:54:49      3      0      0      0      0      0      0 
 20250720   17:54:50      0     94     71      0      0      0      0 
 20250720   17:54:50      1      0      0      0      0      0      0 
 20250720   17:54:50      2      0      0      0      0      0      0 
 20250720   17:54:50      3      0      0      0      0      0      0 
 20250720   17:54:51      0     94     69      0      0      0      0 
 20250720   17:54:51      1      0      0      0      0      0      0 
 20250720   17:54:51      2      0      0      0      0      0      0 
 20250720   17:54:51      3      0      0      0      0      0      0 
 20250720   17:54:52      0     94     67      0      0      0      0 
 20250720   17:54:52      1      0      0      0      0      0      0 
 20250720   17:54:52      2      0      0      0      0      0      0 
 20250720   17:54:52      3      0      0      0      0      0      0 
 20250720   17:54:53      0     93     66      0      0      0      0 
 20250720   17:54:53      1      0      0      0      0      0      0 
 20250720   17:54:53      2      0      0      0      0      0      0 
 20250720   17:54:53      3      0      0      0      0      0      0 
